"","ID","Increased_Work_Hours","Work_From_Home","Hours_Worked_Per_Day","Meetings_Per_Day","Productivity_Change","Stress_Level","Health_Issue","Job_Security","Childcare_Responsibilities","Commuting_Changes","Technology_Adaptation","Salary_Changes","Team_Collaboration_Challenges","Sector","Affected_by_Covid"
"4744",4744,"augmentation","Oui",8.12,6.28,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Education","Oui"
"4745",4745,"Maintien ou une diminution","Non",10.62,2.59,"Aucun changement","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Retail","Oui"
"4746",4746,"Maintien ou une diminution","Oui",7.71,6.64,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"4747",4747,"Maintien ou une diminution","Oui",5.94,1.85,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Education","Oui"
"4748",4748,"Maintien ou une diminution","Oui",4.83,3.82,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Retail","Oui"
"4749",4749,"augmentation","Non",6.46,4.27,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Education","Oui"
"4750",4750,"augmentation","Oui",7.18,2.68,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Retail","Oui"
"4751",4751,"augmentation","Oui",9.64,3.07,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Non","Retail","Oui"
"4752",4752,"augmentation","Non",5.76,5.2,"Augmentation ou une diminution de la productivité","Low","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Augmentation ou diminution","Oui","Healthcare","Oui"
"4753",4753,"augmentation","Oui",11.11,6.17,"Augmentation ou une diminution de la productivité","Low","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Non","Education","Oui"
"4754",4754,"augmentation","Oui",5.33,0.83,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Education","Oui"
"4755",4755,"Maintien ou une diminution","Oui",12.67,4.28,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","IT","Oui"
"4756",4756,"augmentation","Oui",11.46,3.84,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Augmentation ou diminution","Oui","IT","Oui"
"4757",4757,"Maintien ou une diminution","Oui",8.29,4.17,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Non","Healthcare","Oui"
"4758",4758,"augmentation","Oui",4.71,3.53,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Retail","Oui"
"4759",4759,"augmentation","Oui",7.89,2.07,"Aucun changement","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"4760",4760,"augmentation","Non",7.23,6.32,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"4761",4761,"augmentation","Oui",5.46,5.74,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Education","Oui"
"4762",4762,"augmentation","Oui",8.59,3.85,"Aucun changement","High","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","Retail","Oui"
"4763",4763,"augmentation","Non",6.36,3.27,"Aucun changement","Medium","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Education","Oui"
"4764",4764,"Maintien ou une diminution","Oui",6.58,3.09,"Aucun changement","Medium","Oui","Moindre sécurité","augmentation responsabilités","changements","Oui","Augmentation ou diminution","Oui","Healthcare","Oui"
"4765",4765,"augmentation","Oui",7.6,0.13,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","changements","Oui","Augmentation ou diminution","Oui","Healthcare","Oui"
"4766",4766,"augmentation","Oui",6.86,4.54,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Augmentation ou diminution","Non","IT","Oui"
"4767",4767,"augmentation","Oui",12.16,5.18,"Aucun changement","Medium","Oui","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"4768",4768,"Maintien ou une diminution","Oui",6.93,4.21,"Augmentation ou une diminution de la productivité","Low","Non","Moindre sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"4769",4769,"augmentation","Non",8.89,3.88,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","IT","Oui"
"4770",4770,"augmentation","Non",8.3,4.21,"Aucun changement","High","Oui","Plus de sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","Retail","Oui"
"4771",4771,"Maintien ou une diminution","Oui",8.71,2.73,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Non","Education","Oui"
"4772",4772,"augmentation","Oui",8.86,3.26,"Aucun changement","High","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"4773",4773,"Maintien ou une diminution","Oui",9.77,3.76,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Healthcare","Oui"
"4774",4774,"augmentation","Oui",8.54,5.05,"Augmentation ou une diminution de la productivité","High","Non","Moindre sécurité","augmentation responsabilités","changements","Oui","Augmentation ou diminution","Non","Education","Oui"
"4775",4775,"augmentation","Oui",8.45,6.07,"Aucun changement","Medium","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","Education","Oui"
"4776",4776,"augmentation","Oui",8.12,3.66,"Aucun changement","Medium","Oui","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Non","Retail","Oui"
"4777",4777,"Maintien ou une diminution","Oui",7.73,2.44,"Aucun changement","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Augmentation ou diminution","Non","Education","Oui"
"4778",4778,"augmentation","Non",6.18,4.06,"Aucun changement","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Non","Healthcare","Oui"
"4779",4779,"Maintien ou une diminution","Oui",7.88,7.02,"Aucun changement","Medium","Oui","Plus de sécurité","augmentation responsabilités","changements","Oui","Augmentation ou diminution","Oui","IT","Oui"
"4780",4780,"Maintien ou une diminution","Oui",8.49,2.57,"Augmentation ou une diminution de la productivité","Low","Oui","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","IT","Oui"
"4781",4781,"Maintien ou une diminution","Oui",8.81,5.33,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Non","Augmentation ou diminution","Oui","IT","Oui"
"4782",4782,"Maintien ou une diminution","Oui",8.37,6.01,"Aucun changement","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Augmentation ou diminution","Oui","Education","Oui"
"4783",4783,"augmentation","Oui",7.54,3.46,"Augmentation ou une diminution de la productivité","Low","Oui","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","IT","Oui"
"4784",4784,"Maintien ou une diminution","Oui",7.89,2.95,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Healthcare","Oui"
"4785",4785,"augmentation","Oui",6.9,4.87,"Aucun changement","Medium","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Non","Education","Oui"
"4786",4786,"augmentation","Oui",8.63,4.53,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Healthcare","Oui"
"4787",4787,"augmentation","Oui",7.56,5.05,"Aucun changement","Medium","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","IT","Oui"
"4788",4788,"augmentation","Oui",8.37,7.12,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","IT","Oui"
"4789",4789,"augmentation","Non",10.01,4.26,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Education","Oui"
"4790",4790,"augmentation","Oui",6.59,2.22,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","Retail","Oui"
"4791",4791,"Maintien ou une diminution","Oui",9.2,4.1,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Augmentation ou diminution","Non","Retail","Oui"
"4792",4792,"augmentation","Oui",8.07,4.37,"Augmentation ou une diminution de la productivité","Low","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Education","Oui"
"4793",4793,"Maintien ou une diminution","Oui",12.05,5.91,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","IT","Oui"
"4794",4794,"Maintien ou une diminution","Oui",7.57,3.71,"Aucun changement","Medium","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"4795",4795,"Maintien ou une diminution","Oui",9.4,3.39,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","Retail","Oui"
"4796",4796,"augmentation","Oui",8.04,1.95,"Aucun changement","High","Oui","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"4797",4797,"augmentation","Oui",5.23,4.83,"Aucun changement","High","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Augmentation ou diminution","Non","IT","Oui"
"4798",4798,"augmentation","Non",6.96,9.03,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","augmentation responsabilités","changements","Oui","Augmentation ou diminution","Oui","Retail","Oui"
"4799",4799,"augmentation","Oui",9.77,3.67,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","Education","Oui"
"4800",4800,"augmentation","Oui",7.14,4.68,"Augmentation ou une diminution de la productivité","High","Oui","Moindre sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Non","Education","Oui"
"4801",4801,"Maintien ou une diminution","Oui",3.56,3.18,"Aucun changement","High","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"4802",4802,"Maintien ou une diminution","Oui",7.94,2.08,"Augmentation ou une diminution de la productivité","Medium","Oui","Moindre sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","Healthcare","Oui"
"4803",4803,"augmentation","Oui",5.82,4.66,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","IT","Oui"
"4804",4804,"Maintien ou une diminution","Non",8.27,4.05,"Aucun changement","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Healthcare","Oui"
"4805",4805,"augmentation","Non",11.11,0.43,"Aucun changement","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","Retail","Oui"
"4806",4806,"augmentation","Oui",9.54,6.42,"Aucun changement","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","IT","Oui"
